User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/login/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/login/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/login/', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/customuser/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/add/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/add/', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/1/change/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/1/change/', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/1/change/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/1/change/', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/customuser/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/add/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/add/', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/add/', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/2/change/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/2/delete/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/2/delete/', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/1/change/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/1/delete/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/1/delete/', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/dashboard', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/login/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/login/dashboard.html', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/login/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/login/dashboard.html', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/login/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/login/dashboard.html', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/login/dashboard.html', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/login/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/login/dashboard', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/login/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/login/dashboard', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/login/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/login/dashboard', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/login/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/dashboard/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/dashboard/', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/dashboard/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/mark_complete/3', Method='POST'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/dashboard/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/jsi18n/', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/favicon.ico', Method='GET'
User Click: User-Agent='Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', Path='/admin/Tasks/todo/3/change/', Method='GET'
